"","name","nurs","doct","state","zone","area","popu"
"16622","UNGUWAR SARKI HEALTH CLINIC",0,0,"Katsina","Northwest",1750.333968,196035
"16623","Nasarawa health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16624","UNGUWAR HAYAKI HEALTH CLINIC",0,0,"Katsina","Northwest",1750.333968,196035
"16625","Unguwar Tsamiya Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16626","YANKARA PHC",1,0,"Katsina","Northwest",1750.333968,196035
"16627","KAMFANIN MAILAFIYA PHC",0,0,"Katsina","Northwest",1750.333968,196035
"16628","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16629","Kadisau Health Clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16630","Word Model Primary Health Center",0,0,"Katsina","Northwest",1750.333968,196035
"16631","Kafi health clinic",0,1,"Katsina","Northwest",1750.333968,196035
"16632","Yanfa Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16633","Kukoku Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16634","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16635","Unguwar dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16636","Nil",0,0,"Katsina","Northwest",1750.333968,196035
"16637","Ungwuwan danboka dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16638","DAUDAWA MPHC",1,0,"Katsina","Northwest",1750.333968,196035
"16639","Unguwar doka healthcare",0,0,"Katsina","Northwest",1750.333968,196035
"16640","Dogondawa dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16641","Health Clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16642","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16644","Fankama health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16645","Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16646","Doma Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16647","Maigora health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16648","Unguwar Sakkai Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16649","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16650","Kwai Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16651","Unguwar dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16653","Zari Yarsanta Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16655","Prmary Health Care",0,0,"Katsina","Northwest",1750.333968,196035
"16656","UNGUWAR BIKA HEALTH CLINIC",0,0,"Katsina","Northwest",1750.333968,196035
"16657","PHC MAIRUWA",1,0,"Katsina","Northwest",1750.333968,196035
"16658","Namandey dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16659","Birnin kogo healthcare",0,0,"Katsina","Northwest",1750.333968,196035
"16660","Maidawa dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16661","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16662","ALHAJI BABA PHC",0,0,"Katsina","Northwest",1750.333968,196035
"16663","Ung. Alh. Sani",0,0,"Katsina","Northwest",1750.333968,196035
"16664","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16665","Shawu health dispensry",0,0,"Katsina","Northwest",1750.333968,196035
"16666","Faskari Health Clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16667","Kuka shida Health Clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16668","Primary health centre",0,0,"Katsina","Northwest",1750.333968,196035
"16669","Ungwan makera dipensary",0,0,"Katsina","Northwest",1750.333968,196035
"16670","K",0,0,"Katsina","Northwest",1750.333968,196035
"16671","Health clinic sheme",0,0,"Katsina","Northwest",1750.333968,196035
"16672","Zagami Health Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16673","Danbau Dispensary",0,0,"Katsina","Northwest",1750.333968,196035
"16675","Health care",0,0,"Katsina","Northwest",1750.333968,196035
"16676","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16677","Ya",0,0,"Katsina","Northwest",1750.333968,196035
"16678","Health clinic",0,0,"Katsina","Northwest",1750.333968,196035
"16679","KUKOKI PHC",0,0,"Katsina","Northwest",1750.333968,196035
"16680","r",0,0,"Katsina","Northwest",1750.333968,196035
"16681","BURMA DISPENSARY",0,0,"Katsina","Northwest",448.4904082,225571
"16682","BAGARI HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16683","GWAIGWAYE NUNU HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16684","BAREBARI DISPENSARY",0,0,"Katsina","Northwest",448.4904082,225571
"16685","UNGUWAR DANDADA HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16686","PHC dukke",0,0,"Katsina","Northwest",448.4904082,225571
"16687","LASANAWA PHC",0,0,"Katsina","Northwest",448.4904082,225571
"16688","UNGUWAR BISHI HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16689","UNGUWAR MAILAYA DISPENSARY",0,0,"Katsina","Northwest",448.4904082,225571
"16690","HC KWATANGIRI",1,0,"Katsina","Northwest",448.4904082,225571
"16691","UNGUWAR YAWA HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16692","health clinic zamfarawa",0,0,"Katsina","Northwest",448.4904082,225571
"16693","PRIMARY HEALTH CLINIC INJI",0,0,"Katsina","Northwest",448.4904082,225571
"16694","HC BAGIRI",0,0,"Katsina","Northwest",448.4904082,225571
"16695","KHAMEC CLINIC",2,2,"Katsina","Northwest",448.4904082,225571
"16696","JABIRI HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16697","Tudun wada health clinic",0,0,"Katsina","Northwest",448.4904082,225571
"16698","UNGUWAR MODA HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16699","Najamaa clinic",0,1,"Katsina","Northwest",448.4904082,225571
"16700","unguwan dahiru health clinic",0,0,"Katsina","Northwest",448.4904082,225571
"16701","HAYIN YAN BORKONO HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16702","kufan mai tsamiya health clinic",0,0,"Katsina","Northwest",448.4904082,225571
"16703","MOBILE AMBULANCE",0,0,"Katsina","Northwest",448.4904082,225571
"16704","GWAIGWAYE DISPENSARY",0,0,"Katsina","Northwest",448.4904082,225571
"16705","UNGUWAR TOFA HEALTH CENTRE",0,0,"Katsina","Northwest",448.4904082,225571
"16706","CHIBAUNA HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16707","Community comprehensive health center",0,0,"Katsina","Northwest",448.4904082,225571
"16708","Dan fili health clinic",0,0,"Katsina","Northwest",448.4904082,225571
"16709","DAN KAWO HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16710","HC gwangwari",0,0,"Katsina","Northwest",448.4904082,225571
"16711","Unguwar daudu health post",0,0,"Katsina","Northwest",448.4904082,225571
"16712","UNGUWAR MALAM TANKO DISPENSARY",0,0,"Katsina","Northwest",448.4904082,225571
"16713","HIMMA CLINIC",0,1,"Katsina","Northwest",448.4904082,225571
"16714","KWANGWAI HEALTH CENTRE",0,0,"Katsina","Northwest",448.4904082,225571
"16716","MDGs clinic nasarawa",0,0,"Katsina","Northwest",448.4904082,225571
"16717","TBL CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16718","KTARDA HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16719","YAR TAFKI PHC",0,0,"Katsina","Northwest",448.4904082,225571
"16720","PHC MAIGAMJI",0,0,"Katsina","Northwest",448.4904082,225571
"16721","NEW FUNTUA CLINIC",10,2,"Katsina","Northwest",448.4904082,225571
"16722","DAN LAYI HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16723","PHC T/iya",1,0,"Katsina","Northwest",448.4904082,225571
"16725","NAKOWA CLINIC",0,1,"Katsina","Northwest",448.4904082,225571
"16726","PHC Makwalla",0,0,"Katsina","Northwest",448.4904082,225571
"16727","CHC",2,1,"Katsina","Northwest",448.4904082,225571
"16728","BCGA HEALTH CLINIC FUNTUA",0,0,"Katsina","Northwest",448.4904082,225571
"16729","KALIYAWA HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16730","Primary Health Clinic.",0,0,"Katsina","Northwest",448.4904082,225571
"16731","Primary Health Clinic",0,0,"Katsina","Northwest",448.4904082,225571
"16732","MCHC FUNTUA",0,0,"Katsina","Northwest",448.4904082,225571
"16733","rafin dinya Health post center",0,0,"Katsina","Northwest",448.4904082,225571
"16734","PHC Goya",0,0,"Katsina","Northwest",448.4904082,225571
"16735","RINJI HEALTH CLINIC",0,0,"Katsina","Northwest",448.4904082,225571
"16737","Saudawa health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16738","Yartsari health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16739","Maternal and child health clinic manomawa",0,0,"Katsina","Northwest",892.4487239,169753
"16740","Dagwalo health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16741","Tsamchini Health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16742","Bakin kwari Health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16743","Adamawa Health Clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16744","Damtsi H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16745","Bareruwa dispensary",0,0,"Katsina","Northwest",892.4487239,169753
"16746","Tsamcini h.c",0,0,"Katsina","Northwest",892.4487239,169753
"16747","Bidore H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16748","Sankarawa health center",0,0,"Katsina","Northwest",892.4487239,169753
"16749","Yallawal health centre",0,0,"Katsina","Northwest",892.4487239,169753
"16750","M.C.H.C",0,0,"Katsina","Northwest",892.4487239,169753
"16751","Hagau health centre",0,0,"Katsina","Northwest",892.4487239,169753
"16752","Daddoji health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16753","Todai health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16754","Jasmawa health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16755","Mchc yaya",0,0,"Katsina","Northwest",892.4487239,169753
"16756","Kandawa dispensary",0,0,"Katsina","Northwest",892.4487239,169753
"16757","Jobe dispensary",0,0,"Katsina","Northwest",892.4487239,169753
"16758","Maternal and child health clinic yandoma",0,0,"Katsina","Northwest",892.4487239,169753
"16759","Hotarau dispensary",0,0,"Katsina","Northwest",892.4487239,169753
"16760","Tukuku health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16761","Sabon sara health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16762","Yankaura health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16763","Kurfeji MCHC",0,0,"Katsina","Northwest",892.4487239,169753
"16764","Dan Ashita H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16765","Health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16766","Kafi health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16767","Family Support Centre",0,0,"Katsina","Northwest",892.4487239,169753
"16768","M.c.h.c ladan",0,0,"Katsina","Northwest",892.4487239,169753
"16769","Wanzamai health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16770","Dispensary",0,0,"Katsina","Northwest",892.4487239,169753
"16771","Central health Clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16772","Kandare health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16773","Yanlami.G H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16774","Primary Health Care",0,0,"Katsina","Northwest",892.4487239,169753
"16775","Model pri Health Clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16777","DunduH/C",0,0,"Katsina","Northwest",892.4487239,169753
"16778","Primary health center dara",0,0,"Katsina","Northwest",892.4487239,169753
"16779","Jigawa health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16780","Damkawa H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16781","Sagartau health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16782","Primary health center daunaka",0,0,"Katsina","Northwest",892.4487239,169753
"16783","Zango health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16784","Santar Nakyalle H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16785","M.c.h.c.ruruma",0,0,"Katsina","Northwest",892.4487239,169753
"16786","H clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16787","Yakurutu health facility",0,0,"Katsina","Northwest",892.4487239,169753
"16788","Walawal health clinic",0,0,"Katsina","Northwest",892.4487239,169753
"16789","Amalawa H/C",0,0,"Katsina","Northwest",892.4487239,169753
"16790","Comprehensive Health Center Magama",1,1,"Katsina","Northwest",1037.127793,169748
"16791","Yangayya Health Clinic",0,0,"Katsina","Northwest",1037.127793,169748
"16792","MATSO MATSO DISPENSARY.",0,0,"Katsina","Northwest",1037.127793,169748
"16794","H",0,0,"Katsina","Northwest",1037.127793,169748
"16795","Maje Health Facility",0,0,"Katsina","Northwest",1037.127793,169748
"16797","GARIN GADO DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16798","PRIMARY HEALTH CENTRE GURBIN MAGARYA",0,0,"Katsina","Northwest",1037.127793,169748
"16800","Health Post",0,0,"Katsina","Northwest",1037.127793,169748
"16801","K/Babangida Health Clinic",1,0,"Katsina","Northwest",1037.127793,169748
"16802","Sabon Garin Alh. Rabe Dispensary",0,0,"Katsina","Northwest",1037.127793,169748
"16803","Natsinta Health Clinic",0,0,"Katsina","Northwest",1037.127793,169748
"16804","Modern Primary Health Care Daddara",1,0,"Katsina","Northwest",1037.127793,169748
"16806","DOGON DAWA DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16807","Kanwa Health Facility",0,0,"Katsina","Northwest",1037.127793,169748
"16808","FALALE HEALTH DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16809","Health",0,0,"Katsina","Northwest",1037.127793,169748
"16810","MCH Magama",0,0,"Katsina","Northwest",1037.127793,169748
"16811","General Hospital jibia",11,0,"Katsina","Northwest",1037.127793,169748
"16812","FARUN BALA DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16813","Jibiyar maje health post",0,0,"Katsina","Northwest",1037.127793,169748
"16814","TSANBAN BAKWAI DISPENSARY.",0,0,"Katsina","Northwest",1037.127793,169748
"16815","Health",0,0,"Katsina","Northwest",1037.127793,169748
"16816","MAZANYAR HAYI DISPENSARY.",0,0,"Katsina","Northwest",1037.127793,169748
"16817","H",0,0,"Katsina","Northwest",1037.127793,169748
"16818","TUDUN WADA DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16819","H",0,0,"Katsina","Northwest",1037.127793,169748
"16820","Farfaru health post",0,0,"Katsina","Northwest",1037.127793,169748
"16821","Rimin Kusa Health Clinic",0,0,"Katsina","Northwest",1037.127793,169748
"16822","Tankuri Health Post",0,0,"Katsina","Northwest",1037.127793,169748
"16823","Primary Health Centre Gangara",0,0,"Katsina","Northwest",1037.127793,169748
"16824","SABUWAR UNGUWA DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16825","H",0,0,"Katsina","Northwest",1037.127793,169748
"16826","MCH Kusa",0,0,"Katsina","Northwest",1037.127793,169748
"16827","Health",0,0,"Katsina","Northwest",1037.127793,169748
"16828","Kaura dispensary",0,0,"Katsina","Northwest",1037.127793,169748
"16830","Mallamawa health post",0,8,"Katsina","Northwest",1037.127793,169748
"16833","Jarkuka Health Post",0,0,"Katsina","Northwest",1037.127793,169748
"16835","Zandam health post",0,0,"Katsina","Northwest",1037.127793,169748
"16836","JAJA DISPENSARY",0,0,"Katsina","Northwest",1037.127793,169748
"16837","M c h gurbi",0,0,"Katsina","Northwest",1037.127793,169748
"16838","Health Post",0,0,"Katsina","Northwest",1037.127793,169748
"16839","Gakurdi health post",0,0,"Katsina","Northwest",1037.127793,169748
"16840","Faru dispensary",0,0,"Katsina","Northwest",1037.127793,169748
"16841","Unguwar Alhaji Yaâu Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16842","Sani A Dispensry",0,0,"Katsina","Northwest",1106.438998,202884
"16843","Unguwar Makera Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16844","Primary Health center",0,0,"Katsina","Northwest",1106.438998,202884
"16845","Layin Habu Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16846","Bagudu Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16847","Ilallawa Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16848","layin barkono dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16849","Kuringafa Primary Health Center",0,0,"Katsina","Northwest",1106.438998,202884
"16850","bari  health center",0,0,"Katsina","Northwest",1106.438998,202884
"16851","Gidan gigo",0,0,"Katsina","Northwest",1106.438998,202884
"16852","Unguwar Sadau Private Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16853","Kanya Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16854","Mantenal chirldren Hospital",0,2,"Katsina","Northwest",1106.438998,202884
"16855","Baptist Health Clinic Ung Maina",0,0,"Katsina","Northwest",1106.438998,202884
"16856","Inguwar Nuhu Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16857","dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16858","Basam Al-Nasiha (Old Sauki Clinic) Clinic",1,1,"Katsina","Northwest",1106.438998,202884
"16859","Sabon Layin Baja Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16860","Dutsen Bori Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16861","Kafur Comphrehensive Hospital",6,0,"Katsina","Northwest",1106.438998,202884
"16862","Kuraku Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16863","Yartalata Health Clinic",1,0,"Katsina","Northwest",1106.438998,202884
"16864","Rugoji Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16865","kufan tambo",0,0,"Katsina","Northwest",1106.438998,202884
"16866","Primary health center rataya",0,0,"Katsina","Northwest",1106.438998,202884
"16867","dispensry",0,0,"Katsina","Northwest",1106.438998,202884
"16868","sabuwar kasa  phc",0,0,"Katsina","Northwest",1106.438998,202884
"16869","Bayala Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16870","Kagara Health Facility",0,0,"Katsina","Northwest",1106.438998,202884
"16871","Unguwar shubkau Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16872","Unguwar Samaâila Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16873","Tafkin Jage Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16874","Model Primary Health Center, Masari",0,0,"Katsina","Northwest",1106.438998,202884
"16875","Pri. Health Care kafur",0,0,"Katsina","Northwest",1106.438998,202884
"16876","Ung. Alh. Amadu Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16878","health  clinic",1,0,"Katsina","Northwest",1106.438998,202884
"16879","Health Despenciry",0,0,"Katsina","Northwest",1106.438998,202884
"16880","Malamawa Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16882","Meshekarai Health Post",0,0,"Katsina","Northwest",1106.438998,202884
"16883","Despenciry",0,1,"Katsina","Northwest",1106.438998,202884
"16884","p h c",0,0,"Katsina","Northwest",1106.438998,202884
"16885","Despenciry",0,0,"Katsina","Northwest",1106.438998,202884
"16886","Unguwar Sadau Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16887","Despencery",0,0,"Katsina","Northwest",1106.438998,202884
"16888","Yarsharu Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16889","Layin Damo Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16890","Yangoro Health Post",0,0,"Katsina","Northwest",1106.438998,202884
"16891","Dayawa Despemciry",0,0,"Katsina","Northwest",1106.438998,202884
"16892","Termoko Clinic",3,0,"Katsina","Northwest",1106.438998,202884
"16893","Jargaba Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16894","Health clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16895","Yartsamiya Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16897","Unguwar Dawa Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16899","Gozaki Health Center",0,0,"Katsina","Northwest",1106.438998,202884
"16900","Ung. Dogo Health Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16901","Kurmi Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16902","Tibis Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16903","Sabon Birni Health Center",0,0,"Katsina","Northwest",1106.438998,202884
"16904","Masari Health Center",0,0,"Katsina","Northwest",1106.438998,202884
"16905","Dantutture Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16906","dispensry",0,0,"Katsina","Northwest",1106.438998,202884
"16907","S/Suran Dispensry",0,0,"Katsina","Northwest",1106.438998,202884
"16908","Mahangi Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16909","dispensry",0,0,"Katsina","Northwest",1106.438998,202884
"16910","Shakka Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16911","Unguwar Gari Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16912","Huguma Dispensary",0,0,"Katsina","Northwest",1106.438998,202884
"16916","El Idris Clinic",1,1,"Katsina","Northwest",1106.438998,202884
"16917","Sabon Layin Suran Health Clinic",0,0,"Katsina","Northwest",1106.438998,202884
"16918","Nafuta clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16919","Yandaki model primary health care centre",1,2,"Katsina","Northwest",925.0114838,184401
"16920","Jipatu Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16921","Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16922","Dono Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16923","Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16924","Sawarya health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16925","Nanjogel health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16926","Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16927","Daurawa Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16928","Loki health centre",0,0,"Katsina","Northwest",925.0114838,184401
"16929","Baawa Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16930","clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16931","Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16932","Zabakau Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16933","Dutsin safe MDGs Clinic",0,1,"Katsina","Northwest",925.0114838,184401
"16934","Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16935","Dankama primary health centre",0,0,"Katsina","Northwest",925.0114838,184401
"16936","Gande Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16937","Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16938","Unguwar jibo health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16939","Primary H C",0,0,"Katsina","Northwest",925.0114838,184401
"16940","None",0,0,"Katsina","Northwest",925.0114838,184401
"16941","Yanhoho health center",0,0,"Katsina","Northwest",925.0114838,184401
"16942","Sabon Birni Dispensary",0,0,"Katsina","Northwest",925.0114838,184401
"16943","Sabi Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16944","H c kaita",1,2,"Katsina","Northwest",925.0114838,184401
"16945","Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16946","Abdallawa Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16947","Jifatu health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16948","Sabon binni primary health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16949","Gafiya health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16950","Lafiyaru health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16951","Nasarawa",0,0,"Katsina","Northwest",925.0114838,184401
"16952","Dankunam Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16953","Bado Health Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16954","Clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16955","Kafin mashi primary health center",2,0,"Katsina","Northwest",925.0114838,184401
"16956","MCH Dankaba",0,0,"Katsina","Northwest",925.0114838,184401
"16957","Girda Health Care",0,4,"Katsina","Northwest",925.0114838,184401
"16958","Nahutu health clinic",0,0,"Katsina","Northwest",925.0114838,184401
"16959","Masaurari health post",0,0,"Katsina","Northwest",1462.354682,245739
"16961","Kurba Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16962","Jeka areda health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"16963","Pawwa Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16964","Sharada health post",0,0,"Katsina","Northwest",1462.354682,245739
"16965","Asibiti",0,0,"Katsina","Northwest",1462.354682,245739
"16966","Maternal and child health care kankara",0,0,"Katsina","Northwest",1462.354682,245739
"16967","Unguwar mai kawo health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"16968","Dakin shan magani",0,0,"Katsina","Northwest",1462.354682,245739
"16969","Maternal and child care centre",0,0,"Katsina","Northwest",1462.354682,245739
"16970","Danmarke model primary health centre",0,0,"Katsina","Northwest",1462.354682,245739
"16972","Mubai dispensary",0,1,"Katsina","Northwest",1462.354682,245739
"16973","Unguwar Baushi health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"16974","Danmurabu health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"16975","MDGs tsamiyar jino clinic",0,0,"Katsina","Northwest",1462.354682,245739
"16976","Majafa Dislensary",0,0,"Katsina","Northwest",1462.354682,245739
"16977","Wawar Kaza Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16978","Yangeme Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16979","Asibitin unguwar tabo",0,0,"Katsina","Northwest",1462.354682,245739
"16981","Almajirawa dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16982","Burdugau Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16983","Primary Herlth Care Centre",0,0,"Katsina","Northwest",1462.354682,245739
"16984","Janruwa Dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"16985","Dansabau primary Health care",0,0,"Katsina","Northwest",1462.354682,245739
"16986","Dan kalgo health post",0,0,"Katsina","Northwest",1462.354682,245739
"16987","Marabar gurbi Health post dispensry centre",0,0,"Katsina","Northwest",1462.354682,245739
"16988","Maternal and child health centre",0,0,"Katsina","Northwest",1462.354682,245739
"16989","Dansabau primary Health care",0,0,"Katsina","Northwest",1462.354682,245739
"16990","BADAU DISPENSARY",0,0,"Katsina","Northwest",1462.354682,245739
"16991","Gundawa health post",0,0,"Katsina","Northwest",1462.354682,245739
"16992","Batsirari health post",0,0,"Katsina","Northwest",1462.354682,245739
"16993","PHC/MCH Yartsamiya",3,0,"Katsina","Northwest",1462.354682,245739
"16994","KATSINAWA DISPENSARY",0,0,"Katsina","Northwest",1462.354682,245739
"16995","Dasabau Primary Health Care",0,0,"Katsina","Northwest",1462.354682,245739
"16996","Sharada health post",0,0,"Katsina","Northwest",1462.354682,245739
"16997","HURYA DISPENDARY",0,0,"Katsina","Northwest",1462.354682,245739
"16998","Gidan zaki health clinic",0,0,"Katsina","Northwest",1462.354682,245739
"16999","General hospital",13,1,"Katsina","Northwest",1462.354682,245739
"17000","Primary health center Tudu",0,0,"Katsina","Northwest",1462.354682,245739
"17001","Mashigi dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"17002","Kuka sheka dispensary",0,0,"Katsina","Northwest",1462.354682,245739
"17003","Katoge Dispendary",0,0,"Katsina","Northwest",1462.354682,245739
"17004","Maternal and child care Mabai",0,0,"Katsina","Northwest",1462.354682,245739
